,Name,Rating,Reviews,Salary,Interviews,Jobs,Benefits
408,Citicorp,3.8,1.6,19.5,166.0,43.0,277.0
409,CAMS,3.7,1.6,7.0,70.0,26.0,59.0
410,Bureau Veritas,4.0,1.6,7.2,65.0,31.0,182.0
411,KENT RO Systems,4.1,1.6,4.6,58.0,20.0,117.0
412,Gallagher,3.9,1.5,10.2,112.0,58.0,128.0
413,Varroc Group,3.8,1.5,6.2,96.0,146.0,153.0
414,Unacademy,3.3,1.5,8.7,132.0,154.0,165.0
415,Sopra Steria,4.0,1.5,13.7,78.0,48.0,259.0
416,Future Generali India Life Insurance,3.8,1.5,6.7,68.0,106.0,167.0
417,Canara HSBC Life Insurance,3.8,1.5,5.8,67.0,23.0,171.0
418,Allsec Technologies,4.1,1.5,6.2,86.0,5.0,134.0
419,Coromandel International,4.1,1.5,6.5,68.0,53.0,228.0
420,Tata Motors Finance,4.1,1.5,4.5,55.0,93.0,155.0
421,Cisco,4.4,1.5,18.0,224.0,30.0,238.0
422,café Coffee day,4.0,1.5,4.4,33.0,20.0,178.0
423,Gabriel India,4.2,1.5,5.4,67.0,,254.0
424,Power Mech Projects,3.9,1.5,6.1,78.0,6.0,167.0
425,RMSI,3.8,1.5,7.2,63.0,21.0,186.0
426,Star Health & Allied Insurance,3.8,1.5,7.0,55.0,31.0,171.0
427,Adani Wilmar,4.2,1.5,5.7,69.0,10.0,177.0
428,JK Tyres,3.8,1.5,6.4,63.0,,195.0
429,IntouchCX,3.0,1.5,6.6,110.0,71.0,158.0
430,DBS Bank,3.9,1.5,11.8,92.0,65.0,194.0
431,KIA MOTORS,3.9,1.5,6.4,85.0,14.0,185.0
432,Straive,3.5,1.5,8.0,116.0,78.0,129.0
433,Lucas-TVS,4.0,1.5,5.6,56.0,4.0,224.0
434,Sify Technologies,4.0,1.5,9.1,87.0,64.0,158.0
435,Bank of Baroda,3.6,1.5,6.0,73.0,8.0,155.0
436,Planet Spark,3.8,1.5,2.4,254.0,199.0,212.0
437,Laurus Labs,4.2,1.5,6.2,79.0,4.0,225.0
438,ValueLabs,3.9,1.5,15.2,106.0,109.0,289.0
439,Hero FinCorp,4.2,1.5,4.7,60.0,25.0,137.0
440,Hindustan Aeronautics,4.4,1.4,3.9,50.0,1.0,178.0
441,Parle Products,4.0,1.4,4.2,61.0,8.0,207.0
442,Indian Navy,4.6,1.4,3.5,16.0,,251.0
443,ABC,3.9,1.4,41.7,275.0,29.0,87.0
444,Taurus BPO Services,4.6,1.4,649.0,15.0,1.0,524.0
445,Thomson Reuters,4.2,1.4,10.8,54.0,5.0,233.0
446,upGrad,3.9,1.4,6.8,129.0,245.0,145.0
447,Adani Power,3.9,1.4,7.3,142.0,1.0,170.0
448,ESAF Microfinance & Investments (P),3.9,1.4,5.9,75.0,23.0,109.0
449,Akums Drugs & Pharmaceuticals,4.1,1.4,5.7,83.0,20.0,160.0
450,Uflex,3.8,1.4,6.5,75.0,19.0,123.0
451,SAP,4.3,1.4,14.8,190.0,120.0,313.0
452,AECOM,4.3,1.4,5.9,86.0,1.0,253.0
453,Cargill,4.2,1.4,6.9,66.0,145.0,160.0
454,TVS Sundram Fasteners,3.8,1.4,6.5,44.0,,213.0
455,SGS,4.0,1.4,5.8,67.0,214.0,191.0
456,CMA CGM,4.1,1.4,8.8,71.0,1.0,229.0
457,Citibank,4.0,1.4,16.1,107.0,37.0,213.0
458,Intellect Design Arena,4.0,1.4,11.5,81.0,43.0,185.0
459,Dr Lal PathLabs,4.2,1.4,4.0,98.0,55.0,199.0
460,IDBI Bank,3.8,1.4,5.9,42.0,,141.0
461,Honda,4.2,1.4,5.2,81.0,2.0,211.0
462,Google,4.4,1.4,21.1,411.0,1.0,141.0
463,Microsoft Corporation,4.2,1.4,23.2,354.0,641.0,221.0
464,Reliance General Insurance,3.9,1.4,6.6,65.0,1.0,135.0
465,Novartis,4.1,1.4,8.3,89.0,164.0,242.0
466,Renault Nissan Technology & Business Centre India,3.9,1.4,13.2,67.0,11.0,236.0
467,TCE,3.8,1.4,7.2,174.0,28.0,169.0
468,Kotak Securities,3.7,1.4,8.0,74.0,25.0,156.0
469,L&T Energy Hydrocarbon,3.9,1.4,7.1,62.0,3.0,204.0
470,Narayana Health,4.2,1.4,5.2,40.0,101.0,144.0
471,Meesho,3.7,1.4,6.4,174.0,229.0,289.0
472,Big Bazaar,4.2,1.4,4.2,34.0,,192.0
473,Xoriant,3.9,1.4,10.6,108.0,98.0,436.0
474,AXA Business Services,3.8,1.4,7.7,49.0,19.0,171.0
475,BA Continuum,4.3,1.4,11.7,70.0,,304.0
476,Spark Minda,3.9,1.4,5.4,79.0,15.0,42.0
477,Optum Global Solutions,4.1,1.4,8.9,84.0,,182.0
478,SBI General Insurance,3.9,1.4,5.3,71.0,17.0,139.0
479,Wockhardt,3.9,1.4,4.8,38.0,4.0,183.0
480,Honeywell Automation,3.8,1.4,10.5,58.0,210.0,165.0
481,YASH Technologies,3.8,1.4,15.5,89.0,82.0,179.0
482,Vedantu,3.4,1.4,8.9,159.0,151.0,163.0
483,CMS Infosystems,3.7,1.4,4.1,36.0,89.0,102.0
484,Philips,3.9,1.4,10.2,90.0,134.0,189.0
485,MetLife,4.3,1.4,8.0,50.0,500.0,244.0
486,Tata Play,4.1,1.4,4.7,56.0,5.0,184.0
487,Vardhman Fabrics,4.1,1.4,5.7,46.0,24.0,151.0
488,NCR Corporation,4.1,1.4,8.5,66.0,127.0,185.0
489,Aragen Life Sciences,4.1,1.4,5.6,77.0,34.0,331.0
490,Apollo Pharmacy,3.9,1.4,4.4,80.0,145.0,127.0
491,Biological E,4.2,1.3,6.0,85.0,40.0,231.0
492,G R Infraprojects,4.2,1.3,5.2,94.0,15.0,166.0
493,Niva Bupa Health Insurance Company,3.7,1.3,6.3,70.0,22.0,125.0
494,Crisil,3.8,1.3,10.9,119.0,425.0,237.0
495,Safexpress,4.2,1.3,5.1,74.0,,150.0
496,Frankfinn Institute of Air Hostess Training,4.0,1.3,3.3,64.0,70.0,193.0
497,Microland,3.6,1.3,11.1,90.0,106.0,165.0
498,Innovsource Services,4.0,1.3,4.1,47.0,13.0,127.0
499,Exl India,3.6,1.3,10.3,50.0,16.0,170.0
500,PHN Technology,4.6,1.3,187.0,22.0,,25.0
501,Amazon Transportation Services,4.2,1.3,4.2,117.0,,259.0
502,Allstate,4.0,1.3,10.0,84.0,51.0,207.0
503,Panasonic Life Solutions,4.1,1.3,5.0,46.0,6.0,106.0
504,Angel One,3.9,1.3,6.9,81.0,107.0,155.0
505,R.R. Donnelley,4.1,1.3,10.7,72.0,19.0,285.0
506,SS&C TECHNOLOGIES,3.6,1.3,11.4,107.0,87.0,205.0
507,Metro Cash & Carry,4.2,1.3,4.8,36.0,10.0,169.0
508,SBI Securities,3.9,1.3,5.4,104.0,139.0,109.0
509,Bhushan Power & Steel,4.0,1.3,4.8,35.0,,170.0
510,Reckitt Benckiser,4.0,1.3,5.8,59.0,48.0,180.0
511,CitiusTech,3.5,1.3,11.9,141.0,73.0,171.0
512,Matrimony.com,4.4,1.3,4.1,57.0,131.0,85.0
513,Bharat Financial Inclusion,4.1,1.3,3.4,39.0,6.0,187.0
514,XL Dynamics,3.2,1.3,3.8,95.0,,211.0
515,Motherson Automotive Technologies and Engineering,4.0,1.3,6.1,80.0,6.0,165.0
516,USV,4.1,1.3,5.0,57.0,23.0,182.0
517,Procter & Gamble,4.2,1.3,5.4,72.0,22.0,171.0
518,Adecco Group,3.8,1.3,6.0,61.0,190.0,138.0
519,Yamaha Motor,4.2,1.3,6.0,37.0,3.0,187.0
520,Dainik Bhaskar Group,4.4,1.3,4.8,37.0,110.0,154.0
521,HERE Technologies,3.8,1.3,7.7,50.0,47.0,297.0
522,Cavinkare,4.0,1.3,4.8,34.0,4.0,147.0
523,Aditya Birla Capital,4.0,1.3,7.9,91.0,17.0,166.0
524,USHA International,4.2,1.3,4.6,57.0,13.0,162.0
525,Team Computers,3.7,1.3,7.1,63.0,57.0,123.0
526,Mercedes-Benz Research & Development India,4.0,1.3,14.7,131.0,3.0,227.0
527,KONE,4.3,1.3,5.2,65.0,26.0,198.0
528,NTPC,4.3,1.3,3.6,127.0,,183.0
529,Isgec Heavy Engineering,3.9,1.3,6.2,79.0,17.0,144.0
530,DHL Supply Chain,4.3,1.3,5.0,58.0,30.0,148.0
531,Torrent Power,3.8,1.3,6.3,89.0,18.0,165.0
532,Honeywell Technology Solutions,3.9,1.3,12.8,90.0,3.0,214.0
533,Mother Dairy Fruit & Vegetable,4.2,1.3,4.7,54.0,,159.0
534,Oberoi Group of Hotels,4.2,1.3,4.1,71.0,4.0,226.0
535,PI Industries,4.1,1.3,6.1,82.0,28.0,173.0
536,Sigma Electric Manufacturing Corporation,4.0,1.3,4.1,49.0,9.0,220.0
537,Chegg,4.2,1.3,3.4,111.0,45.0,93.0
538,DIVI'S Laboratories,3.9,1.2,5.8,56.0,1.0,179.0
539,Honda Cars,4.4,1.2,6.2,57.0,,200.0
540,Johnson & Johnson,4.2,1.2,5.8,64.0,36.0,189.0
541,Credit Suisse,4.2,1.2,15.9,125.0,49.0,177.0
542,Haier Appliances India,4.1,1.2,5.8,88.0,3.0,183.0
543,Arvind Group,4.1,1.2,6.0,42.0,41.0,298.0
544,Hyatt Regency,4.2,1.2,3.6,32.0,,198.0
545,Saint-Gobain,4.1,1.2,8.3,122.0,48.0,259.0
546,Max Fashion,4.1,1.2,3.6,43.0,17.0,177.0
547,Verizon,4.2,1.2,10.9,68.0,25.0,212.0
548,Tata Communications Transformation Services,4.2,1.2,8.3,60.0,,173.0
549,Jindal Saw,4.0,1.2,5.3,76.0,24.0,198.0
550,Paisabazaar.com,3.7,1.2,5.7,98.0,49.0,97.0
551,Star Union Dai-ichi Life Insurance,3.9,1.2,4.6,58.0,50.0,100.0
552,V-Guard Industries,4.4,1.2,3.5,31.0,28.0,272.0
553,Medi Assist India,3.7,1.2,5.9,72.0,58.0,142.0
554,DHL Express,4.1,1.2,5.8,43.0,49.0,179.0
555,Exela Technologies,3.5,1.2,7.4,56.0,46.0,79.0
556,CG Power and Industrial Solutions,3.9,1.2,6.2,52.0,37.0,224.0
557,FactSet,4.0,1.2,9.2,124.0,41.0,208.0
558,Daikin,4.2,1.2,5.7,77.0,,147.0
559,Tata Group,4.3,1.2,4.3,331.0,,116.0
560,HDFC Securities,3.6,1.2,5.5,80.0,63.0,134.0
561,Globiva,3.2,1.2,3.9,68.0,32.0,96.0
562,Piramal Group,4.0,1.2,4.8,50.0,182.0,192.0
563,Haldiram Foods,3.9,1.2,5.3,83.0,9.0,100.0
564,Medanta the Medicity,4.2,1.2,4.1,64.0,38.0,153.0
565,Aadhar Housing Finance,4.1,1.2,4.0,47.0,3.0,104.0
566,Orange Business,4.4,1.2,8.8,70.0,91.0,247.0
567,UBS,3.8,1.2,13.5,117.0,,144.0
568,Hindustan Petroleum,4.2,1.2,5.2,66.0,,152.0
569,Nuvoco Vistas,4.2,1.2,5.3,60.0,6.0,132.0
570,Relaxo Footwear,4.3,1.2,3.9,56.0,84.0,147.0
571,First American Corporation,3.9,1.2,8.0,57.0,37.0,160.0
572,FirstCry,3.8,1.2,6.8,105.0,183.0,86.0
573,Morgan Stanley,3.7,1.2,18.9,200.0,102.0,163.0
574,Aforeserve,3.5,1.2,4.1,41.0,2.0,89.0
575,BNP Paribas,3.9,1.2,12.4,96.0,15.0,188.0
576,Oracle Cerner,3.8,1.2,11.6,104.0,,268.0
577,Belrise Industries,3.8,1.2,6.2,66.0,4.0,102.0
578,Biocon Biologics,3.8,1.2,4.9,64.0,35.0,364.0
579,Aon,4.0,1.2,5.7,40.0,19.0,205.0
580,Photon Interactive,3.9,1.2,6.5,50.0,190.0,162.0
581,Emami,4.0,1.2,4.8,57.0,13.0,132.0
582,IDC Technologies,3.4,1.2,7.6,50.0,79.0,49.0
583,Security and Intelligence Services (India),4.1,1.2,3.9,40.0,23.0,141.0
584,Bata,3.9,1.2,3.8,46.0,1.0,119.0
585,Exotic Learning,4.5,1.2,370.0,42.0,14.0,183.0
586,Dell EMC,4.2,1.2,11.4,48.0,1.0,201.0
587,Hindustan Construction Company,4.2,1.2,3.7,59.0,1.0,163.0
588,Toyota Kirloskar Motor,4.4,1.2,3.7,32.0,,172.0
589,Fusion BPO Services,3.1,1.2,3.6,73.0,3.0,100.0
590,Marriott International,4.3,1.2,4.8,57.0,542.0,185.0
591,Tesco,3.9,1.1,8.2,64.0,44.0,194.0
592,Narayana Educational Society,3.7,1.1,4.0,43.0,7.0,119.0
593,Mercer,3.8,1.1,9.4,54.0,30.0,245.0
594,Faurecia,4.0,1.1,6.4,47.0,33.0,202.0
595,KFC,4.3,1.1,2.7,44.0,1.0,155.0
596,Trident Group,3.5,1.1,4.9,62.0,6.0,133.0
597,FedEx Express,4.3,1.1,4.0,49.0,22.0,191.0
598,Trent,4.1,1.1,4.0,53.0,13.0,135.0
599,Iris Software,4.2,1.1,6.3,62.0,63.0,283.0
600,Tata Power,4.0,1.1,6.6,107.0,46.0,150.0
601,Veritas Finance,4.7,1.1,1.5,58.0,,42.0
602,Ola Electric Mobility,3.3,1.1,5.6,143.0,22.0,81.0
603,Altruist Technologies,3.2,1.1,6.0,84.0,12.0,82.0
604,L.G.Balakrishnan & Bros,3.7,1.1,5.3,44.0,,131.0
605,Tata Advanced Systems,3.9,1.1,7.9,73.0,9.0,142.0
606,HTC Global Services,3.6,1.1,10.5,78.0,38.0,111.0
607,Marico,4.1,1.1,5.0,55.0,26.0,167.0
608,NIIT,3.6,1.1,6.3,57.0,42.0,166.0
609,Jet Airways,4.6,1.1,4.4,23.0,,181.0
610,Muthoot Group,3.7,1.1,3.8,57.0,,224.0
611,Suguna Foods,4.1,1.1,3.6,61.0,24.0,141.0
612,iOPEX Technologies,3.8,1.1,4.5,44.0,25.0,570.0
613,Sony,4.4,1.1,4.4,42.0,45.0,189.0
614,Infinite Computer Solutions,3.5,1.1,11.1,85.0,204.0,106.0
615,Polycab Wires,4.1,1.1,5.7,60.0,22.0,94.0
616,TaskUs,3.5,1.1,5.0,116.0,133.0,127.0
617,Hero Motors Company,4.1,1.1,5.0,59.0,1.0,128.0
618,Bajaj Capital,4.0,1.1,3.5,54.0,167.0,110.0
619,Welspun,4.1,1.1,4.4,52.0,34.0,154.0
620,Krishna Maruti,4.0,1.1,4.9,69.0,1.0,133.0
621,Oracle Financial Services Software,3.7,1.1,13.3,93.0,,195.0
622,Manipal Hospitals,4.3,1.1,4.6,53.0,59.0,135.0
623,Inox Leisure,4.1,1.1,4.2,43.0,12.0,153.0
624,Pantaloons,4.2,1.1,2.9,44.0,,132.0
625,SRL Diagnostics,4.2,1.1,3.7,47.0,4.0,134.0
626,Satin Creditcare Network,4.2,1.1,3.3,38.0,10.0,132.0
627,Nayara Energy,4.3,1.1,5.7,61.0,3.0,175.0
628,ISS Facility Services,4.2,1.1,3.8,39.0,18.0,135.0
629,ZF Commercial Vehicle Control Systems,4.0,1.1,2.8,24.0,,21.0
630,Akzo Nobel India,4.1,1.1,3.9,44.0,14.0,140.0
631,Barclays Shared Services,4.1,1.1,7.0,22.0,19.0,192.0
632,Fabindia,3.9,1.1,4.3,37.0,6.0,124.0
633,J. Kumar Infraprojects,4.1,1.1,4.4,49.0,,120.0
634,TTEC India,3.8,1.1,4.0,88.0,24.0,158.0
635,Cushman & Wakefield,4.3,1.1,5.2,51.0,17.0,138.0
636,Collabera Technologies,3.5,1.1,7.9,97.0,205.0,108.0
637,Gland Pharma,3.6,1.1,5.9,58.0,5.0,134.0
638,Daimler India Commercial Vehicles,4.2,1.1,6.5,44.0,,185.0
639,ICICI Home Finance,3.7,1.1,4.0,51.0,1.0,89.0
640,VLCC,3.7,1.1,3.4,26.0,5.0,101.0
641,Biocon Limited,3.9,1.1,10.9,106.0,42.0,13.0
642,Panasonic,4.1,1.1,5.6,40.0,,149.0
643,Redcliffe Labs,4.5,1.1,1.2,34.0,12.0,60.0
644,Supreme Industries,4.2,1.1,4.9,54.0,7.0,120.0
645,Adani Group,3.9,1.1,7.3,110.0,115.0,109.0
646,Asahi India Glass,3.9,1.1,4.5,48.0,38.0,139.0
647,Ashoka Buildcon,4.1,1.1,3.9,41.0,3.0,128.0
648,Jindal X,3.6,1.1,2.8,79.0,38.0,166.0
649,TCS iON,3.9,1.1,4.5,213.0,1.0,185.0
650,Sysnet Global Technologies,3.7,1.1,3.5,53.0,,85.0
651,ITD Cementation India,4.3,1.1,3.7,40.0,4.0,144.0
652,Annapurna Finance,4.1,1.1,3.0,45.0,2.0,126.0
653,JioMart,3.9,1.1,3.3,74.0,,78.0
654,Shadowfax Technologies,3.6,1.1,4.8,66.0,49.0,83.0
655,NeoSOFT,3.8,1.1,8.1,114.0,110.0,134.0
656,Granules India,3.9,1.1,5.1,46.0,15.0,172.0
657,Ocwen Financial Solutions,4.1,1.0,5.7,35.0,8.0,170.0
658,Aye Finance,4.2,1.0,2.7,45.0,72.0,121.0
659,Godrej Group,4.0,1.0,2.8,90.0,13.0,162.0
660,Adani Ports and SEZ,3.9,1.0,4.7,53.0,,143.0
661,Chandigarh University,4.5,1.0,2.1,49.0,47.0,104.0
662,Aptara,3.4,1.0,5.9,47.0,25.0,114.0
663,MiraMed Ajuba,4.0,1.0,4.2,45.0,,154.0
664,Heritage Foods,4.2,1.0,3.5,58.0,50.0,143.0
665,Compass Group Support Services,4.1,1.0,4.6,42.0,31.0,147.0
666,Sanofi,4.4,1.0,3.9,47.0,117.0,153.0
667,GMR Group,4.1,1.0,4.4,52.0,40.0,189.0
668,Caterpillar Inc,4.2,1.0,8.1,110.0,62.0,142.0
669,Canara Bank,3.4,1.0,3.4,45.0,,98.0
670,Bharat Forge,3.9,1.0,5.6,40.0,6.0,122.0
671,GE,4.3,1.0,8.6,66.0,22.0,211.0
672,Unisys,3.8,1.0,10.0,46.0,79.0,157.0
673,EPAM Systems,3.8,1.0,12.0,183.0,50.0,146.0
674,Spicejet,3.6,1.0,5.1,74.0,7.0,156.0
675,Broadridge Financial Solutions,4.0,1.0,9.3,79.0,55.0,143.0
676,HighRadius,3.0,1.0,6.1,103.0,39.0,95.0
677,NSE.IT,3.6,1.0,5.6,88.0,72.0,123.0
678,Bharat FIH,4.0,1.0,3.1,53.0,5.0,58.0
679,AB InBev India,3.5,1.0,6.7,51.0,91.0,161.0
680,Sharekhan,4.0,1.0,4.9,46.0,54.0,119.0
681,Xiaomi,3.9,1.0,5.2,65.0,40.0,135.0
682,Edelweiss,3.8,1.0,8.1,50.0,28.0,132.0
683,Vfs Global Services,3.7,1.0,3.9,40.0,40.0,124.0
684,GE Vernova,4.2,1.0,4.4,54.0,1.0,8.0
685,Lumax Industries,4.0,1.0,5.4,53.0,4.0,133.0
686,Evalueserve,3.5,1.0,9.6,66.0,121.0,144.0
687,Spinny,3.9,1.0,4.6,111.0,275.0,108.0
688,Steel Strips Wheels,3.8,1.0,5.3,52.0,14.0,131.0
689,Amity University,3.6,1.0,5.0,69.0,39.0,127.0
690,Bisleri,4.2,1.0,3.7,65.0,30.0,152.0
691,IFB,3.8,1.0,4.5,63.0,1.0,64.0
692,Unichem Laboratories,4.0,1.0,4.8,66.0,20.0,132.0
693,Pine Labs,3.8,1.0,5.3,55.0,72.0,119.0
694,Aircel,4.5,1.0,1.8,6.0,,152.0
695,Cinépolis,4.0,1.0,2.9,38.0,9.0,152.0
696,Synchrony,4.4,998.0,5.0,46.0,65.0,204.0
697,Indoco Remedies,3.7,997.0,5.2,50.0,8.0,117.0
698,Iffco Tokio General Insurance Co.,4.1,995.0,3.9,27.0,8.0,117.0
699,CorroHealth,3.4,995.0,4.3,85.0,4.0,15.0
700,NEC,4.5,993.0,3.9,32.0,22.0,131.0
701,Tanishq,4.5,992.0,2.4,49.0,3.0,69.0
702,Newgen Software Technologies,3.6,990.0,10.1,117.0,90.0,166.0
703,Iksula,3.8,989.0,3.6,22.0,27.0,109.0
704,Punjab National Bank,4.1,988.0,2.8,29.0,,96.0
705,Jakson Group,4.5,986.0,3.2,53.0,9.0,106.0
706,Sagility,3.9,983.0,4.2,66.0,61.0,45.0
707,Northern Trust Operating Services,4.1,982.0,8.2,74.0,55.0,225.0
708,Physicswallah,3.9,978.0,2.7,97.0,89.0,24.0
709,SYSKA LED Lights,2.9,977.0,2.7,52.0,,84.0
710,Saipem,4.0,976.0,3.2,36.0,,154.0
711,Fino Payments Bank,4.0,976.0,3.8,35.0,28.0,97.0
712,LivSpace,3.6,975.0,6.4,86.0,245.0,107.0
713,Health Care Global Enterprises,4.2,972.0,2.4,40.0,19.0,30.0
714,FDC,4.0,971.0,3.3,37.0,5.0,91.0
715,Valeo,4.1,969.0,7.0,62.0,134.0,140.0
716,Tietoevry,4.3,969.0,9.0,57.0,35.0,128.0
717,ECIL,4.0,967.0,3.6,32.0,3.0,110.0
718,BVG India,4.1,966.0,3.5,33.0,5.0,100.0
719,Devyani International,3.8,965.0,3.1,31.0,37.0,125.0
720,Aditya Birla Health Insurance Co,3.9,964.0,5.2,49.0,3.0,91.0
721,Best Sellers,4.2,963.0,2.8,20.0,4.0,132.0
722,VMware Software,4.4,961.0,9.9,102.0,10.0,141.0
723,Goldman Sachs,3.6,958.0,14.8,282.0,16.0,110.0
724,Suryoday Small Finance Bank,4.1,958.0,3.9,47.0,17.0,87.0
725,DISH TV,3.7,954.0,3.5,38.0,24.0,101.0
726,Paytm Payments Bank,3.9,954.0,5.4,81.0,37.0,120.0
727,SKF,4.0,952.0,4.2,47.0,17.0,158.0
728,AGS Transact Technologies,3.5,951.0,4.2,21.0,16.0,130.0
729,Burger King,4.0,946.0,3.3,52.0,10.0,136.0
730,Fidelity National Financial,3.8,944.0,5.8,40.0,3.0,161.0
731,Wheelseye Technology,3.7,941.0,3.0,61.0,49.0,103.0
732,Oil And Natural Gas Corporation,4.3,940.0,3.3,52.0,,144.0
733,Foxconn,4.1,937.0,7.8,80.0,,211.0
734,DENSO,4.2,935.0,3.7,48.0,,189.0
735,ManpowerGroup,4.0,934.0,4.8,35.0,168.0,81.0
736,Xyz Company,3.8,933.0,28.0,225.0,19.0,74.0
737,SAI Life Sciences,3.9,933.0,4.9,64.0,22.0,134.0
738,Clover Infotech,3.7,932.0,9.7,62.0,49.0,100.0
739,Sansera Engineering,4.2,931.0,4.3,47.0,5.0,115.0
740,Shriram Pistons & Rings,4.1,929.0,4.4,48.0,6.0,142.0
741,Apco Infratech,3.9,929.0,3.6,74.0,6.0,111.0
742,The Jaypee Group,3.9,925.0,3.5,34.0,,115.0
743,Tata 1mg,3.7,925.0,4.8,99.0,52.0,107.0
744,Gujarat Fluorochemicals,4.2,925.0,5.0,54.0,,150.0
745,Atul,4.0,924.0,4.7,55.0,5.0,121.0
746,Vestas,4.3,924.0,4.8,60.0,25.0,144.0
747,Nexa,4.1,924.0,3.1,23.0,,77.0
748,Altisource,3.6,924.0,5.4,32.0,21.0,144.0
749,ANZ Banking Group,4.2,924.0,7.5,57.0,19.0,114.0
750,QualityKiosk Technologies,3.7,924.0,9.0,87.0,285.0,107.0
751,Amneal Pharmaceuticals,4.3,923.0,4.8,43.0,41.0,145.0
752,Schindler,4.0,923.0,3.9,50.0,18.0,121.0
753,Fresenius Kabi,4.2,922.0,4.4,29.0,3.0,125.0
754,Amara Raja Energy & Mobility,4.3,919.0,3.7,44.0,90.0,120.0
755,FOCUS EDUMATICS,3.4,916.0,2.4,98.0,18.0,46.0
756,Vibgyor High School,3.8,914.0,3.9,47.0,201.0,111.0
757,Dixon Technologies,4.2,913.0,4.3,75.0,1.0,119.0
758,Luminous Power Technologies,4.2,913.0,3.4,44.0,44.0,125.0
759,Eureka Outsourcing Solutions,3.1,912.0,3.2,55.0,31.0,90.0
760,Indegene,3.7,912.0,7.3,107.0,74.0,130.0
761,Sheenlac Paints,4.6,911.0,1.3,79.0,,55.0
762,iSON Xperiences,3.6,910.0,3.2,47.0,60.0,95.0
763,Videocon d2h,3.9,909.0,1.6,19.0,,102.0
764,Tata AutoComp Systems,3.9,909.0,4.9,54.0,26.0,106.0
765,Medhaj Techno Concept,4.3,908.0,2.0,41.0,,168.0
766,Hitachi Astemo,4.1,908.0,3.8,71.0,,136.0
767,K12 Techno Services,3.0,908.0,4.0,82.0,323.0,63.0
768,GAIL,4.5,907.0,3.1,56.0,,93.0
769,CreditAccess Grameen,4.3,906.0,2.2,26.0,5.0,71.0
770,Tenneco,3.8,904.0,4.4,45.0,3.0,126.0
771,TELUS International Philippines,3.8,904.0,6.3,56.0,88.0,44.0
772,Wistron,3.9,903.0,5.0,65.0,23.0,150.0
773,Johnson Lifts,4.2,903.0,3.4,26.0,2.0,95.0
774,Consolidated Contractors,4.5,902.0,1.4,24.0,,169.0
775,Infogain,3.7,901.0,9.9,76.0,138.0,142.0
776,Kantar,3.7,900.0,5.7,59.0,5.0,82.0
777,Continental Automotive Components,4.2,900.0,8.3,42.0,33.0,140.0
778,IndiaFirst Life Insurance,4.2,899.0,3.4,36.0,5.0,104.0
779,Wind World,4.0,899.0,3.2,55.0,3.0,122.0
780,PharmEasy,3.7,898.0,4.5,61.0,128.0,95.0
781,Eaton Corporation,4.0,897.0,6.8,80.0,91.0,133.0
782,Jio Platforms,3.7,895.0,6.4,110.0,9.0,69.0
783,Patanjali Foods,4.0,894.0,2.8,33.0,,109.0
784,Piaggio,3.7,894.0,3.9,40.0,17.0,126.0
785,Bajaj Motors,4.0,892.0,3.4,38.0,,117.0
786,Infinx,3.6,891.0,3.9,68.0,21.0,77.0
787,CSB Bank,3.4,888.0,4.8,53.0,107.0,46.0
788,AIIMS,4.2,888.0,4.1,38.0,,68.0
789,Bharat Sanchar Nigam,4.0,888.0,2.7,29.0,,100.0
790,Godrej Consumer Products,4.3,886.0,4.2,35.0,8.0,125.0
791,Mahindra CIE Automotive,3.8,886.0,4.0,50.0,70.0,92.0
792,Intertek,3.8,885.0,3.7,34.0,20.0,116.0
793,Godrej Properties,3.7,885.0,5.5,55.0,69.0,112.0
794,JW Marriott,4.1,883.0,2.2,30.0,,158.0
795,Zf Rane Automotive,4.1,883.0,3.7,40.0,,138.0
796,TUV SUD,4.0,882.0,3.6,42.0,35.0,99.0
797,PNB Housing Finance,3.9,882.0,4.0,34.0,2.0,90.0
798,Gannon Dunkerley & Co.,3.8,881.0,2.3,26.0,,117.0
799,Jaquar,4.2,880.0,3.9,38.0,1.0,123.0
800,Automotive Manufacturers,4.2,878.0,5.9,66.0,,79.0
801,TE Connectivity,4.1,878.0,5.8,43.0,49.0,158.0
802,Mondelez International,4.4,877.0,4.1,38.0,45.0,134.0
803,JSW Cement,4.1,876.0,3.6,72.0,,109.0
804,Karma Ayurveda,4.5,876.0,388.0,4.0,,33.0
805,Punj Lloyd,4.3,875.0,2.2,14.0,,140.0
806,Adobe,4.2,875.0,10.3,154.0,20.0,175.0
807,Sahara India Pariwar,3.8,875.0,2.6,22.0,1.0,107.0
808,Spencer's Retail,3.9,874.0,2.9,32.0,15.0,99.0
809,Slk Software Services,3.6,874.0,8.5,54.0,117.0,99.0
810,IIFL SAMASTA,4.1,873.0,2.1,38.0,3.0,22.0
811,Apexon,3.4,872.0,7.6,60.0,95.0,27.0
812,Worley,4.1,871.0,5.6,74.0,71.0,127.0
813,Petrofac,4.4,870.0,2.7,36.0,11.0,116.0
814,Capri Global Capital,3.7,867.0,3.2,37.0,31.0,39.0
815,Dhoot Transmission,3.7,866.0,3.8,43.0,,115.0
816,Morningstar,3.9,862.0,6.9,159.0,147.0,125.0
817,Siemens Gamesa Renewable Energy,4.1,861.0,4.8,39.0,45.0,106.0
818,R Systems International,3.4,860.0,6.9,71.0,40.0,116.0
